"","MISSION_DATE","TGT_LATITUDE_WGS84","TGT_LONGITUDE_WGS84","CALCULATED_BOMBLOAD_LBS"
"2825","10/24/51",38.50695,126.51135,4500
"2830","10/24/51",38.22577,126.87507,5000
"2831","10/24/51",38.38355,127.14521,5000
"2832","10/24/51",38.30337,126.68984,5000
"2833","10/24/51",38.38426,127.19099,5000
"2834","10/24/51",38.4577,127.28084,5000
"2835","10/24/51",38.40819,127.62559,5000
"2836","10/24/51",39.42413,125.95075,6500
"2837","10/24/51",39.68685,125.89196,11000
"2838","10/24/51",38.6534,126.62119,19500
"2839","10/24/51",40.03549,128.20296,1000
"2840","10/24/51",40.17163,128.36579,1000
"2841","10/24/51",34.50205,129.6209,1000
"2842","10/24/51",40.96568,129.33276,2000
"2843","10/24/51",40.65969,129.20111,2000
"2844","10/24/51",39.89386,127.5379,3000
"2845","10/24/51",41.78294,129.8183,3000
"2846","10/24/51",39.83153,127.59765,4000
"2850","10/25/51",38.73827,125.62321,2900
"2851","10/25/51",37.9495,125.83385,2900
"2852","10/25/51",39.92703,125.21171,8600
"2853","10/25/51",38.73827,125.62321,11500
"2854","10/25/51",37.9495,125.83385,11500
"2855","10/25/51",39.92703,125.21171,34600
"2856","10/25/51",38.79885,126.68544,5000
"2857","10/25/51",38.79885,126.68544,5000
"2858","10/25/51",38.79885,126.68544,10000
"2860","10/25/51",38.47886,127.50961,20000
"2861","10/25/51",38.04641,127.51842,20000
"2862","10/25/51",38.66401,127.96553,20000
"2863","10/25/51",38.97631,127.66085,20000
"2864","10/25/51",38.34343,127.48951,24000
"2865","10/25/51",38.52207,127.37107,24000
"2866","10/25/51",38.47766,127.41793,24000
"2867","10/25/51",38.2442,125.10262,1000
"2868","10/25/51",38.34464,125.49453,1000
"2869","10/25/51",38.39617,125.61079,1000
"2870","10/25/51",39.14497,126.88241,1000
"2871","10/25/51",39.43032,127.24556,1000
"2872","10/25/51",38.03373,125.70039,3000
"2873","10/25/51",38.72496,125.40419,4000
"2874","10/25/51",39.14489,127.44938,4000
"2881","10/26/51",38.72496,125.40419,1400
"2883","10/26/51",39.90333,125.49167,2900
"2884","10/26/51",39.92703,125.21171,5400
"2885","10/26/51",39.90333,125.49167,11500
"2886","10/26/51",38.72496,125.40419,13000
"2887","10/26/51",39.92703,125.21171,21600
"2888","10/26/51",38.08921,126.79922,500
"2889","10/26/51",38.42099,127.23589,500
"2890","10/26/51",38.23478,126.87481,500
"2891","10/26/51",38.38355,127.14521,500
"2892","10/26/51",38.31317,128.03916,500
"2893","10/26/51",39.5861,125.95761,1000
"2894","10/26/51",39.33897,126.25006,1000
"2895","10/26/51",38.37368,127.76362,1000
"2896","10/26/51",38.33138,128.0618,1500
"2897","10/26/51",38.35842,128.06145,1500
"2898","10/26/51",38.36145,127.48913,3000
"2899","10/26/51",38.31317,128.03916,3500
"2900","10/26/51",38.37368,127.76362,4000
"2901","10/26/51",38.23478,126.87481,4000
"2902","10/26/51",38.38355,127.14521,4000
"2903","10/26/51",38.08921,126.79922,4500
"2904","10/26/51",38.42099,127.23589,4500
"2905","10/26/51",38.33138,128.0618,6000
"2906","10/26/51",38.35842,128.06145,6000
"2907","10/26/51",39.5861,125.95761,9000
"2908","10/26/51",39.33897,126.25006,9000
"2909","10/26/51",38.36145,127.48913,11000
"2910","10/26/51",39.14574,126.08406,1000
"2911","10/26/51",38.88919,126.27903,1000
"2912","10/26/51",39.72126,125.57843,1000
"2913","10/26/51",39.69556,125.90398,1000
"2914","10/26/51",40.19477,125.74899,1000
"2915","10/26/51",40.15933,126.27592,1000
"2916","10/26/51",39.41572,125.92717,1500
"2917","10/26/51",39.59473,125.59702,1500
"2918","10/26/51",40.95918,126.59972,2000
"2919","10/26/51",39.01467,125.74888,5000
"2924","10/27/51",39.74955,125.90625,2900
"2925","10/27/51",39.74955,125.90625,11500
"2927","10/27/51",38.43935,127.25836,6000
"2928","10/27/51",40.53406,127.58311,6000
"2929","10/27/51",39.61247,125.60933,94000
"2930","10/27/51",39.63973,125.5987,500
"2931","10/27/51",39.14347,125.19854,500
"2932","10/27/51",39.14347,125.19854,4500
"2934","10/27/51",38.48523,127.31458,5000
"2935","10/27/51",38.41365,127.3506,5000
"2936","10/27/51",38.57964,127.64529,5000
"2937","10/27/51",38.48066,127.65861,5000
"2938","10/27/51",38.4623,125.86528,7500
"2939","10/27/51",39.63973,125.5987,9000
"2940","10/27/51",38.43273,126.03281,15000
"2941","10/27/51",38.4623,125.86528,15000
"2942","10/27/51",38.33343,126.84905,20000
"2943","10/27/51",38.05156,128.0084,20000
"2944","10/27/51",38.42798,127.7856,20000
"2950","10/28/51",38.72496,125.40419,2900
"2951","10/28/51",38.72496,125.40419,11500
"2952","10/28/51",38.41049,126.22838,14400
"2954","10/28/51",38.4195,126.22803,2000
"2955","10/28/51",38.41895,125.79485,4000
"2956","10/28/51",38.79728,125.79806,6000
"2957","10/28/51",39.82267,127.60951,12000
"2961","10/28/51",38.79728,125.79806,5500
"2962","10/28/51",38.41895,125.79485,6500
"2963","10/28/51",38.4195,126.22803,8000
"2965","10/28/51",38.21955,127.03516,9000
"2967","10/28/51",39.82238,127.58615,18000
"2968","10/28/51",38.52709,127.78394,19000
"2969","10/28/51",40.52541,125.46736,19000
"2970","10/28/51",38.2442,125.10262,1000
"2971","10/28/51",39.14497,126.88241,1000
"2972","10/28/51",40.17163,128.36579,1000
"2973","10/28/51",40.24344,128.3181,1000
"2974","10/28/51",40.96568,129.33276,1000
"2975","10/28/51",41.57712,129.59978,1000
"2976","10/28/51",38.49178,125.76327,1500
"2977","10/28/51",38.74753,125.61204,1500
"2978","10/28/51",40.65969,129.20111,2000
"2979","10/28/51",38.03373,125.70039,3000
"2980","10/28/51",39.89386,127.5379,3000
"2981","10/28/51",41.78294,129.8183,3000
"2982","10/28/51",38.72496,125.40419,4000
"2983","10/28/51",39.14489,127.44938,4000
"2984","10/28/51",39.83153,127.59765,4000
"2988","10/29/51",39.91803,125.21142,2900
"2989","10/29/51",39.91803,125.21142,2900
"2990","10/29/51",39.9896,125.23715,2900
"2991","10/29/51",39.91803,125.21142,11500
"2992","10/29/51",39.91803,125.21142,11500
"2993","10/29/51",39.9896,125.23715,11500
"2994","10/29/51",39.33897,126.25006,1000
"2995","10/29/51",39.63973,125.5987,1000
"2996","10/29/51",38.35944,127.34039,4500
"2997","10/29/51",38.35878,127.29463,4500
"2998","10/29/51",38.38547,127.2711,5000
"2999","10/29/51",38.38614,127.31688,5000
"3000","10/29/51",38.08942,126.81061,5000
"3001","10/29/51",38.35227,126.89426,5000
"3002","10/29/51",39.33897,126.25006,9000
"3003","10/29/51",39.63973,125.5987,9000
"3005","10/29/51",39.24814,126.21885,1000
"3006","10/29/51",39.69556,125.90398,1000
"3007","10/29/51",40.15933,126.27592,1000
"3008","10/29/51",40.17163,128.36579,1000
"3009","10/29/51",40.24344,128.3181,1000
"3010","10/29/51",40.65969,129.20111,1000
"3011","10/29/51",40.96568,129.33276,1000
"3012","10/29/51",41.57712,129.59978,1000
"3013","10/29/51",39.41572,125.92717,1500
"3014","10/29/51",39.59473,125.59702,1500
"3015","10/29/51",40.59299,125.24533,1500
"3016","10/29/51",39.79716,124.91556,1500
"3017","10/29/51",40.95918,126.59972,2000
"3018","10/29/51",39.89386,127.5379,3000
"3019","10/29/51",41.78294,129.8183,3000
"3020","10/29/51",39.83153,127.59765,4000
"3021","10/29/51",39.01467,125.74888,5000
"3026","10/30/51",38.72927,125.62288,2900
"3027","10/30/51",39.92725,125.20002,2900
"3028","10/30/51",40.51436,125.93904,8600
"3029","10/30/51",38.72927,125.62288,11500
"3030","10/30/51",39.92725,125.20002,11500
"3031","10/30/51",40.51436,125.93904,34700
"3032","10/30/51",39.63973,125.5987,500
"3033","10/30/51",39.68685,125.89196,500
"3034","10/30/51",39.48771,125.93018,2000
"3035","10/30/51",39.68685,125.89196,7000
"3036","10/30/51",39.63973,125.5987,9000
"3037","10/30/51",38.48429,128.02543,10000
"3038","10/30/51",38.48429,128.02543,10000
"3039","10/30/51",38.48273,127.85347,20000
"3040","10/30/51",38.38547,127.2711,20000
"3041","10/30/51",38.52123,128.13964,20000
"3042","10/30/51",38.39133,127.72896,20000
"3043","10/30/51",38.55858,127.40468,20000
"3044","10/30/51",38.39807,127.53417,20000
"3045","10/30/51",38.4944,127.32583,20000
"3046","10/30/51",38.56314,127.10618,20000
"3047","10/30/51",38.54513,127.10665,20000
"3048","10/30/51",38.3192,127.06679,20000
"3049","10/30/51",39.83153,127.59765,1000
"3050","10/30/51",40.24344,128.3181,1000
"3051","10/30/51",40.12701,128.44837,1000
"3052","10/30/51",40.96568,129.33276,1000
"3053","10/30/51",41.71175,129.68517,1000
"3054","10/30/51",40.65969,129.20111,2000
"3055","10/30/51",39.89386,127.5379,3000
"3056","10/30/51",41.78294,129.8183,3000
"3061","10/31/51",39.91803,125.21142,11600
"3063","10/31/51",39.91803,125.21142,46000
"3064","10/31/51",38.39642,127.40825,4000
"3065","10/31/51",38.39642,127.40825,4000
"3066","10/31/51",38.39642,127.40825,4000
"3068","10/31/51",38.79015,127.96371,4500
"3069","10/31/51",38.39642,127.40825,4500
"3070","10/31/51",38.39291,127.16787,4500
"3071","10/31/51",38.39291,127.16787,4500
"3076","10/31/51",38.48284,127.86494,5000
"3077","10/31/51",38.43874,127.96875,5000
"3079","10/31/51",38.39291,127.16787,5000
"3080","10/31/51",38.39291,127.16787,5000
"3085","10/31/51",38.39291,127.16787,19000
"3088","10/31/51",39.75061,127.61096,20000
"3089","10/31/51",39.01467,125.74888,16000
"3115","11/1/51",39.82267,127.60951,2900
"3116","11/1/51",39.89433,125.49135,2900
"3117","11/1/51",39.52375,125.54784,2900
"3119","11/1/51",39.82267,127.60951,11500
"3120","11/1/51",39.89433,125.49135,11500
"3121","11/1/51",39.52375,125.54784,11500
"3122","11/1/51",38.14862,127.10553,4500
"3123","11/1/51",38.60665,127.01316,4500
"3124","11/1/51",38.33975,127.22642,5000
"3125","11/1/51",38.81333,127.59481,5000
"3126","11/1/51",38.47213,127.05125,19000
"3127","11/1/51",38.49155,126.63799,19000
"3129","11/1/51",40.24344,128.3181,1000
"3130","11/1/51",40.96568,129.33276,1000
"3131","11/1/51",41.57712,129.59978,1000
"3132","11/1/51",40.65969,129.20111,2000
"3133","11/1/51",39.89386,127.5379,3000
"3134","11/1/51",41.78294,129.8183,3000
"3135","11/1/51",39.83153,127.59765,4000
"3141","10/30/51",39.74955,125.90625,2900
"3142","10/30/51",39.74955,125.90625,11500
"3143","11/2/51",39.14457,126.03783,2900
"3144","11/2/51",39.14457,126.03783,11500
"3145","11/2/51",39.61247,125.60933,12000
"3146","11/2/51",39.61247,125.60933,12000
"3147","11/2/51",39.61247,125.60933,12000
"3148","11/2/51",39.61247,125.60933,12000
"3149","11/2/51",38.1888,128.29201,5000
"3150","11/2/51",38.33165,128.09612,5000
"3151","11/2/51",38.42822,127.12116,6500
"3152","11/2/51",38.44623,127.80822,6500
"3153","11/2/51",38.79728,125.79806,6500
"3154","11/2/51",38.41049,126.22838,6500
"3155","11/2/51",38.41049,126.22838,6500
"3156","11/2/51",38.42822,127.12116,7000
"3157","11/2/51",38.79728,125.79806,7000
"3158","11/2/51",38.28694,128.14242,10000
"3159","11/2/51",38.73827,125.62321,12000
"3161","11/2/51",38.41049,126.22838,13500
"3162","11/2/51",38.50688,127.58931,20000
"3163","11/2/51",38.50632,127.54345,20000
"3164","11/2/51",38.37368,127.76362,20000
"3165","11/2/51",38.35566,127.76392,20000
"3166","11/2/51",39.24814,126.21885,1000
"3167","11/2/51",38.82609,125.30393,1000
"3168","11/2/51",39.81512,125.80388,1000
"3169","11/2/51",39.72126,125.57843,1000
"3170","11/2/51",40.15933,126.27592,1000
"3171","11/2/51",39.41572,125.92717,1500
"3172","11/2/51",39.59473,125.59702,1500
"3173","11/2/51",39.69272,125.21587,1500
"3174","11/2/51",39.79716,124.91556,1500
"3175","11/2/51",39.59473,125.59702,5000
"3177","11/3/51",39.34008,127.23622,700
"3178","11/3/51",39.34008,127.23622,700
"3179","11/3/51",39.93603,125.212,2900
"3180","11/3/51",39.93603,125.212,2900
"3181","11/3/51",39.94572,124.62708,2900
"3182","11/3/51",39.34008,127.23622,6500
"3183","11/3/51",39.34008,127.23622,6500
"3184","11/3/51",39.93603,125.212,11500
"3185","11/3/51",39.93603,125.212,11500
"3186","11/3/51",39.94572,124.62708,11500
"3187","11/3/51",39.25658,126.19534,48000
"3189","11/3/51",38.38391,127.1681,4000
"3190","11/3/51",38.38391,127.1681,4500
"3191","11/3/51",38.38391,127.1681,5000
"3192","11/3/51",38.38391,127.1681,5000
"3193","11/3/51",38.45452,127.73932,9000
"3194","11/3/51",38.15725,127.08249,9500
"3195","11/3/51",38.1248,126.77533,9500
"3196","11/3/51",38.41266,127.28191,10000
"3203","11/4/51",39.91803,125.21142,2900
"3204","11/4/51",39.82267,127.60951,2900
"3205","11/4/51",39.68371,125.21558,2900
"3206","11/4/51",39.91803,125.21142,11500
"3207","11/4/51",39.82267,127.60951,11500
"3208","11/4/51",39.68371,125.21558,11500
"3209","11/4/51",39.91803,125.21142,14400
"3210","11/4/51",38.13591,126.88909,4500
"3211","11/4/51",38.12691,126.88935,4500
"3212","11/4/51",38.10889,126.88986,5000
"3213","11/4/51",38.15433,126.91138,5000
"3214","11/4/51",38.11911,126.95801,9000
"3215","11/4/51",38.11871,126.93521,10000
"3216","11/4/51",37.98361,126.939,19000
"3218","11/4/51",38.2442,125.10262,1000
"3219","11/4/51",39.14497,126.88241,1000
"3220","11/4/51",39.24814,126.21885,1000
"3221","11/4/51",39.69556,125.90398,1000
"3222","11/4/51",40.15933,126.27592,1000
"3223","11/4/51",38.49178,125.76327,1500
"3224","11/4/51",38.74753,125.61204,1500
"3225","11/4/51",39.41572,125.92717,1500
"3226","11/4/51",39.59473,125.59702,1500
"3227","11/4/51",39.69272,125.21587,1500
"3228","11/4/51",39.79716,124.91556,1500
"3229","11/4/51",40.95918,126.59972,2000
"3230","11/4/51",38.03373,125.70039,3000
"3231","11/4/51",38.72496,125.40419,4000
"3232","11/4/51",39.14489,127.44938,4000
"3233","11/4/51",39.01467,125.74888,5000
"3238","11/5/51",39.90333,125.49167,5600
"3239","11/5/51",39.74955,125.90625,5800
"3240","11/5/51",39.90333,125.49167,22600
"3241","11/5/51",39.74955,125.90625,23000
"3243","11/5/51",38.59014,126.6118,500
"3244","11/5/51",38.59014,126.6118,1000
"3245","11/5/51",38.59014,126.6118,1500
"3246","11/5/51",38.59014,126.6118,2500
"3247","11/5/51",38.59014,126.6118,2500
"3248","11/5/51",38.14388,126.83181,5000
"3249","11/5/51",38.21635,126.8525,5000
"3250","11/5/51",38.19056,126.92176,10000
"3251","11/5/51",38.51001,127.16491,10000
"3252","11/5/51",38.59823,127.04784,10000
"3253","11/5/51",38.43894,127.99166,20000
"3254","11/5/51",38.2442,125.10262,1000
"3255","11/5/51",38.39617,125.61079,1000
"3256","11/5/51",38.66254,125.78132,1000
"3257","11/5/51",39.14497,126.88241,1000
"3258","11/5/51",39.54723,127.23098,1000
"3259","11/5/51",40.24344,128.3181,1000
"3260","11/5/51",41.57712,129.59978,1000
"3261","11/5/51",41.71175,129.68517,1000
"3262","11/5/51",40.65969,129.20111,2000
"3263","11/5/51",38.03373,125.70039,3000
"3264","11/5/51",41.78294,129.8183,3000
"3265","11/5/51",39.90272,127.52601,3000
"3266","11/5/51",38.72496,125.40419,4000
"3267","11/5/51",39.14489,127.44938,4000
"3268","11/5/51",39.83153,127.59765,4000
"3276","11/6/51",39.61247,125.60933,6000
"3278","11/6/51",39.61247,125.60933,12000
"3279","11/6/51",39.61247,125.60933,12000
"3280","11/6/51",39.81151,126.87377,12000
"3283","11/6/51",38.37104,127.53472,5000
"3284","11/6/51",38.29838,127.49044,5000
"3285","11/6/51",38.33471,127.51257,5000
"3286","11/6/51",38.37104,127.53472,5000
"3287","11/6/51",38.12752,126.92355,9000
"3288","11/6/51",38.1095,126.92406,10000
"3289","11/6/51",38.43711,127.79691,19500
"3290","11/6/51",39.14603,126.09562,1000
"3291","11/6/51",39.24814,126.21885,1000
"3292","11/6/51",39.40492,125.6248,1000
"3293","11/6/51",39.34797,126.24971,1000
"3294","11/6/51",39.69585,125.89233,1000
"3295","11/6/51",38.51269,125.20215,1000
"3296","11/6/51",38.86028,125.80053,1000
"3297","11/6/51",38.78039,126.66301,1000
"3298","11/6/51",39.11823,125.7267,1000
"3299","11/6/51",39.09528,127.13827,1000
"3300","11/6/51",39.54723,127.23098,1000
"3301","11/6/51",39.43032,127.24556,1000
"3302","11/6/51",39.41542,125.93877,1500
"3303","11/6/51",39.59447,125.60865,1500
"3304","11/6/51",39.69272,125.21587,1500
"3305","11/6/51",39.79736,124.90389,1500
"3306","11/6/51",38.72496,125.40419,4000
"3307","11/6/51",39.14489,127.44938,4000
"3308","11/6/51",39.01467,125.74888,5000
"3313","11/7/51",39.41542,125.93877,1400
"3314","11/7/51",39.33897,126.25006,1400
"3315","11/7/51",39.89433,125.49135,2900
"3316","11/7/51",39.41542,125.93877,5800
"3317","11/7/51",39.33897,126.25006,5800
"3318","11/7/51",39.89433,125.49135,11500
"3319","11/7/51",39.74955,125.90625,43200
"3320","11/7/51",38.19854,126.86444,1500
"3321","11/7/51",38.20796,126.88701,2500
"3322","11/7/51",38.57226,127.79466,9000
"3323","11/7/51",38.52673,127.74953,10000
"3324","11/7/51",38.383,127.11088,19000
"3325","11/7/51",38.47213,127.05125,19000
"3326","11/7/51",38.08105,128.36147,19000
"3327","11/7/51",38.2442,125.10262,1000
"3328","11/7/51",38.39617,125.61079,1000
"3329","11/7/51",38.66254,125.78132,1000
"3330","11/7/51",39.14497,126.88241,1000
"3331","11/7/51",39.54723,127.23098,1000
"3332","11/7/51",39.43032,127.24556,1000
"3333","11/7/51",38.49178,125.76327,1500
"3334","11/7/51",38.74753,125.61204,1500
"3335","11/7/51",38.03373,125.70039,3000
"3336","11/7/51",39.14489,127.44938,4000
"3339","11/8/51",39.93603,125.212,2800
"3340","11/8/51",39.90333,125.49167,2900
"3341","11/8/51",38.72927,125.62288,2900
"3342","11/8/51",38.72927,125.62288,2900
"3343","11/8/51",39.92725,125.20002,2900
"3344","11/8/51",39.93603,125.212,11000
"3345","11/8/51",39.90333,125.49167,11500
"3346","11/8/51",38.72927,125.62288,11500
"3347","11/8/51",38.72927,125.62288,11500
"3348","11/8/51",39.92725,125.20002,11500
"3349","11/8/51",38.30354,125.72181,1000
"3350","11/8/51",38.30354,125.72181,1000
"3351","11/8/51",38.51971,126.69441,1000
"3352","11/8/51",38.51971,126.69441,1000
"3353","11/8/51",38.46258,125.85383,1500
"3354","11/8/51",38.46258,125.85383,2000
"3355","11/8/51",38.46258,125.85383,2000
"3357","11/8/51",38.46258,125.85383,2500
"3358","11/8/51",38.46258,125.85383,2500
"3359","11/8/51",38.46258,125.85383,2500
"3366","11/8/51",38.15989,128.02976,5000
"3368","11/8/51",38.36787,126.333,8000
"3369","11/8/51",38.11448,126.70721,10000
"3370","11/8/51",38.19916,126.89868,10000
"3371","11/8/51",38.44612,127.79676,10000
"3372","11/8/51",38.44612,127.79676,10000
"3373","11/8/51",38.50078,125.76362,12000
"3374","11/8/51",39.22385,126.7642,16000
"3375","11/8/51",38.2442,125.10262,1000
"3376","11/8/51",38.34464,125.49453,1000
"3377","11/8/51",39.14497,126.88241,1000
"3378","11/8/51",39.0467,127.52086,1000
"3379","11/8/51",40.00989,127.45341,1000
"3380","11/8/51",40.12701,128.44837,1000
"3381","11/8/51",40.24344,128.3181,1000
"3382","11/8/51",40.44361,128.90567,1000
"3383","11/8/51",40.96568,129.33276,1000
"3384","11/8/51",39.61115,125.66751,1000
"3385","11/8/51",39.72126,125.57843,1000
"3386","11/8/51",38.49178,125.76327,1500
"3387","11/8/51",38.74753,125.61204,1500
"3388","11/8/51",39.59473,125.59702,1500
"3389","11/8/51",39.54723,127.23098,2000
"3390","11/8/51",40.65969,129.20111,2000
"3391","11/8/51",38.03373,125.70039,3000
"3392","11/8/51",39.83153,127.59765,3000
"3393","11/8/51",39.89386,127.5379,3000
"3394","11/8/51",41.78294,129.8183,3000
"3395","11/8/51",38.72496,125.40419,4000
"3396","11/8/51",39.01467,125.74888,5000
"3398","11/8/51",39.93603,125.212,250
"3405","11/9/51",39.89433,125.49135,2900
"3406","11/9/51",39.89433,125.49135,2900
"3407","11/9/51",39.89433,125.49135,2900
"3408","11/9/51",39.73155,125.90549,5600
"3409","11/9/51",39.89433,125.49135,11500
"3410","11/9/51",39.89433,125.49135,11500
"3411","11/9/51",39.89433,125.49135,11500
"3412","11/9/51",38.92185,127.62727,14400
"3413","11/9/51",39.73155,125.90549,22600
"3414","11/9/51",38.66281,125.76984,500
"3415","11/9/51",38.93278,125.86212,1500
"3417","11/9/51",38.45973,125.9683,3000
"3418","11/9/51",38.30371,127.2273,4500
"3419","11/9/51",38.38564,127.28255,4500
"3420","11/9/51",38.47572,127.28041,5000
"3421","11/9/51",38.4577,127.28084,5000
"3422","11/9/51",38.50274,127.27977,5000
"3423","11/9/51",38.66124,127.68973,5000
"3424","11/9/51",38.18573,127.17308,5000
"3425","11/9/51",38.39017,127.62593,5000
"3426","11/9/51",39.21257,126.64875,6500
"3427","11/9/51",39.43915,127.23372,6500
"3428","11/9/51",38.66281,125.76984,7000
"3429","11/9/51",39.43915,127.23372,7500
"3430","11/9/51",38.52981,128.08218,9500
"3431","11/9/51",38.55815,126.81941,10000
"3432","11/9/51",39.43915,127.23372,10500
"3433","11/9/51",38.76221,127.15847,17000
"3434","11/9/51",39.81366,127.6097,20000
"3435","11/9/51",39.14497,126.88241,1000
"3436","11/9/51",39.54723,127.23098,1000
"3437","11/9/51",39.69556,125.90398,1000
"3438","11/9/51",39.8453,124.71821,1000
"3439","11/9/51",39.98037,125.24856,1000
"3440","11/9/51",38.49178,125.76327,1500
"3441","11/9/51",38.74753,125.61204,1500
"3442","11/9/51",39.41572,125.92717,1500
"3443","11/9/51",39.59473,125.59702,1500
"3444","11/9/51",39.69272,125.21587,1500
"3445","11/9/51",39.79716,124.91556,1500
"3446","11/9/51",40.95918,126.59972,2000
"3447","11/9/51",38.03373,125.70039,3000
"3448","11/9/51",38.72496,125.40419,4000
"3449","11/9/51",39.02854,127.50969,4000
"3450","11/9/51",38.11449,125.71477,5000
"3455","11/10/51",40.53805,125.29072,200
"3456","11/10/51",40.6013,125.28106,400
"3457","11/10/51",40.53805,125.29072,1000
"3458","11/10/51",40.6013,125.28106,1400
"3459","11/10/51",39.92725,125.20002,2300
"3460","11/10/51",39.74955,125.90625,2900
"3461","11/10/51",39.82267,127.60951,2900
"3463","11/10/51",39.92725,125.20002,9100
"3464","11/10/51",39.74955,125.90625,11500
"3465","11/10/51",39.82267,127.60951,11500
"3467","11/10/51",38.38427,127.92373,500
"3468","11/10/51",38.41109,127.90042,500
"3469","11/10/51",38.3567,127.86691,500
"3470","11/10/51",38.41301,128.12947,500
"3471","11/10/51",38.51709,127.69235,500
"3472","11/10/51",38.50769,127.65811,500
"3473","11/10/51",38.18995,126.88753,1000
"3474","11/10/51",38.19854,126.86444,1000
"3475","11/10/51",38.5146,127.48594,1000
"3476","11/10/51",38.41301,128.12947,3500
"3477","11/10/51",38.51709,127.69235,4000
"3478","11/10/51",38.50769,127.65811,4000
"3479","11/10/51",38.38427,127.92373,4500
"3480","11/10/51",38.41109,127.90042,4500
"3481","11/10/51",38.3567,127.86691,4500
"3482","11/10/51",38.18995,126.88753,8500
"3483","11/10/51",38.19854,126.86444,8500
"3484","11/10/51",38.5146,127.48594,9000
"3486","11/10/51",38.847,127.40978,19000
"3487","11/10/51",40.21566,128.20086,1000
"3488","11/10/51",40.12701,128.44837,1000
"3489","11/10/51",41.08105,128.2857,1000
"3490","11/10/51",41.20927,128.84493,1000
"3491","11/10/51",41.57712,129.59978,1000
"3492","11/10/51",41.71175,129.68517,1000
"3493","11/10/51",39.14574,126.08406,1000
"3494","11/10/51",39.34797,126.24971,1000
"3495","11/10/51",39.69556,125.90398,1000
"3496","11/10/51",39.61115,125.66751,1000
"3497","11/10/51",39.72126,125.57843,1000
"3498","11/10/51",40.18635,127.91928,1000
"3499","11/10/51",39.41572,125.92717,1500
"3500","11/10/51",39.69272,125.21587,1500
"3501","11/10/51",40.95918,126.59972,2000
"3502","11/10/51",39.89386,127.5379,3000
"3503","11/10/51",41.78294,129.8183,3000
"3504","11/10/51",39.83153,127.59765,4000
"3505","11/10/51",39.01467,125.74888,5000
"3508","11/11/51",39.92725,125.20002,2800
"3509","11/11/51",39.89433,125.49135,2900
"3510","11/11/51",39.92725,125.20002,2900
"3511","11/11/51",39.92725,125.20002,2900
"3512","11/11/51",39.92725,125.20002,11000
"3513","11/11/51",39.92725,125.20002,11400
"3514","11/11/51",39.89433,125.49135,11500
"3515","11/11/51",39.92725,125.20002,11500
"3516","11/11/51",39.89433,125.49135,14400
"3517","11/11/51",38.3694,127.40884,5000
"3518","11/11/51",38.31439,127.34142,5000
"3519","11/11/51",38.32895,127.11229,5000
"3520","11/11/51",38.33056,127.21521,5000
"3521","11/11/51",38.16557,127.68724,7000
"3522","11/11/51",38.30061,127.03298,9000
"3523","11/11/51",38.44612,127.79676,10000
"3524","11/11/51",38.44612,127.79676,10000
"3525","11/11/51",38.06386,126.89116,11000
"3526","11/11/51",38.40101,127.11041,13000
"3527","11/11/51",40.15933,126.27592,1000
"3528","11/11/51",39.98037,125.24856,1000
"3529","11/11/51",39.72126,125.57843,1000
"3530","11/11/51",40.24344,128.3181,1000
"3531","11/11/51",40.44361,128.90567,1000
"3532","11/11/51",40.96568,129.33276,1000
"3533","11/11/51",41.71175,129.68517,1000
"3534","11/11/51",39.79716,124.91556,1500
"3535","11/11/51",39.69272,125.21587,1500
"3536","11/11/51",39.59473,125.59702,1500
"3537","11/11/51",39.41572,125.92717,1500
"3538","11/11/51",40.95918,126.59972,2000
"3539","11/11/51",40.65969,129.20111,2000
"3540","11/11/51",39.89386,127.5379,3000
"3541","11/11/51",41.78294,129.8183,3000
"3542","11/11/51",39.83153,127.59765,4000
"3543","11/11/51",39.01467,125.74888,5000
"3544","11/11/51",39.92725,125.20002,250
"3547","11/12/51",39.74955,125.90625,2800
"3548","11/12/51",39.74955,125.90625,2900
"3549","11/12/51",39.91803,125.21142,2900
"3550","11/12/51",39.82267,127.60951,2900
"3551","11/12/51",39.74955,125.90625,11000
"3552","11/12/51",39.74955,125.90625,11500
"3553","11/12/51",39.91803,125.21142,11500
"3554","11/12/51",39.82267,127.60951,11500
"3555","11/12/51",39.82267,127.60951,28800
"3557","11/12/51",38.28366,125.80108,1000
"3558","11/12/51",38.4879,128.67895,3000
"3563","11/12/51",38.30825,126.95272,8500
"3564","11/12/51",38.41693,127.60252,9500
"3565","11/12/51",38.09713,126.74197,9500
"3566","11/12/51",38.31534,127.41002,10000
"3567","11/12/51",39.43032,127.24556,1000
"3568","11/12/51",39.54723,127.23098,1000
"3569","11/12/51",40.24344,128.3181,1000
"3570","11/12/51",40.17163,128.36579,1000
"3571","11/12/51",40.96568,129.33276,1000
"3572","11/12/51",41.57712,129.59978,1000
"3573","11/12/51",38.74753,125.61204,1500
"3574","11/12/51",38.49178,125.76327,1500
"3575","11/12/51",40.65969,129.20111,2000
"3576","11/12/51",38.03373,125.70039,3000
"3577","11/12/51",39.89386,127.5379,3000
"3578","11/12/51",41.78294,129.8183,3000
"3579","11/12/51",39.14489,127.44938,4000
"3580","11/12/51",38.72496,125.40419,4000
"3581","11/12/51",39.83153,127.59765,4000
"3582","11/12/51",39.74955,125.90625,250
"3584","11/13/51",39.83153,127.59765,1100
